Strength,筋力
Attack Damage while Surrounded,包囲時のアタックダメージ
Attack Damage if Stunned Recently,直近スタンを受けていた場合のアタックダメージ
Attack Damage while no remaining Life Flasks,ライフフラスコが残っていない時のアタックダメージ
Daze Chance,眩暈確率
Concussive Attack,眩暈の一撃
Imbibed Power,力の吸収
Forking Projectiles,分岐する投射物
Chaining Projectiles,連鎖する投射物
Pierce Chance,貫通確率
Projectile Speed,投射物スピード
Attack Area,アタック効果範囲
Projectile Damage if Melee Hit,近接ヒットしてれば投射物ダメージ
Melee Damage if Projectile Hit,投射物ヒットしていれば近接ダメージ
Adaptable Assault,適応攻撃
Melee Stun Buildup,近接スタン蓄積
Projectile Stun Buildup,投射物スタン蓄積
Unleash Fire,火力発射
Projectile Pierce,投射物貫通
Kite Runner,カイトランナー
Careful Aim,注意深い照準
Heavy Ammunition,重装弾薬
Piercing Shot,ピアシングショット
Catapult,カタパルト
Short Shot,ショートショット
Close Confines,狭い空間
Shrapnel,弾片
Advanced Munitions,先進的弾薬
Elemental Ailment Chance,元素系状態異常付与確率
Fire Damage and Area,火ダメージおよび効果範囲
Damage against Burning Enemies,燃焼状態の敵に対するダメージ
Flammability Magnitude and Critical Chance,Flammability Magnitude and Critical Chance
Critical Ignite Magnitude,Critical Ignite Magnitude
Total Incineration,完全な焼却
Burning Nature,燃焼する自然
Sigil of Fire,火の魔法陣
Affliction Enforcer,灼熱の執行者
Burn Away,焼却
Echoing Flames,反響する炎
Intense Flames,強烈な炎
Volcanic Skin,火山性の皮膚
Burning Strikes,燃える一撃
Incendiary,焼夷性
Fulmination,フルミネーション
Fire Damage and Flammability Magnitude,火ダメージおよび可燃性強度
Archon of the Flame,炎のアルコン
Embodiment of Flame,炎の具現化
Archon Effect,アルコン効果
Cast Speed with Cold Skills,冷気スキルのキャストスピード
Cold and Fire Damage,冷気ダメージおよび火ダメージ
Cold Damage and Energy Shield Recharge Rate,冷気ダメージおよびエナジーシールドリチャージレート
Archon of the Blizzard,吹雪のアルコン
Embodiment of Frost,霜の具現化
Energy Shield as Freeze Threshold,冷気ダメージおよび凍結閾値
Unbothering Cold,動じぬ冷気
Cold Nature,冷気の自然
Sigil of Ice,氷の魔法陣
Thin Ice,厚い氷
Heavy Frost,激しい霜
Elemental Force,元素の力
Harsh Winter,厳しい冬
Climate Change,気候変動
Echoing Frost,反響する霜
Endless Blizzard,終わりのない吹雪
Essence of the Mountain,山の精髄
Infused Spell Damage,インフュージョンを受けたスペルダメージ
Lightning Skill Speed,雷スキルスピード
Lightning Penetration,雷耐性貫通
Shock Effect and Mana Regeneration,感電効果およびマナ自動回復
Pure Power,純粋な力
Electrifying Nature,感電する自然
Sigil of Lightning,雷の魔法陣
Power Conduction,電気伝導
Wild Storm,荒れ狂う嵐
Principal Infusion,根源のインフュージョン
Flash Storm,突発的な嵐
Spreading Shocks,広がる感電
Endless Circuit,無限の回路
Lightning Quick,稲妻のような素早さ
Echoing Thunder,反響する雷
Essence of the Storm,嵐の精髄
Alternating Current,交流電流
Lightning Damage and Mana Regeneration,雷ダメージおよびマナ自動回復
Lightning Damage and Electrocute Buildup,雷ダメージおよび麻痺蓄積
Archon of the Storm,嵐のアルコン
Embodiment of Lightning,稲妻の具現化
Electric Blood,帯電した血
Chaos Damage and Duration,混沌ダメージおよび持続時間
Daze on Hit,ヒット時眩暈
Withered Effect,衰弱効果
Pure Chaos,純粋な混沌
Dark Entries,暗黒の記録
Spaghettification,スパゲッティ化
Event Horizon,事象の地平線
Spiral into Insanity,狂気に陥る
Stylebender,スタイルベンダー
Void,虚無
Lingering Horror,残存する恐怖
Wither Away,衰弱し果てる
Physical Damage and Critical Chance,物理ダメージおよびクリティカル率
Physical,物理属性
Physical as Extra Chaos Damage,物理ダメージを追加の混沌ダメージとして獲得
Spell Critical Chance,スペルクリティカル率
Spell Critical Chance and Critical Ailment Effect,スペルクリティカル率およびクリティカル状態異常効果
Armour Break,アーマー破壊
Shatter Palm,粉砕の掌
Cut to the Bone,骨まで断つ
Staggering Palm,スタッガリングパーム
Madness in the Bones,骨に宿る狂気
Shredding Force,引き裂く力
Blood Tearing,血を引き裂く一撃
Tempered Mind,鍛えられた心
Battle Fever,戦闘の興奮
Splinters,物理属性ノータブル
Material Solidification,素材の硬化
Physical Life Recoup,物理ダメージ回収
Physical Damage and Life Recoup,物理ダメージおよびライフ回収
Armour Break and Physical Damage,アーマー破壊および物理ダメージ
Endured Suffering,持続する苦痛
Haemorrhaging Cuts,出血の切り傷
Rupturing Pins,裂傷の針
Bone Chains,骨の鎖
Sanguine Tolerance,紅の耐久
Elemental Penetration,元素貫通
Speed with Elemental Skills,元素スキルのスピード
Elemental,元素属性
Elemental Damage and Freeze Buildup,元素ダメージおよび凍結蓄積
Elemental Damage and Shock Chance,元素ダメージおよび感電付与確率
Elemental Damage and Flammability Magnitude,元素ダメージおよび可燃性強度
Unbound Forces,束縛されていない力
Harness the Elements,元素制御
Stormcharged,雷の力を帯びた
Exposure Effect,曝露効果
Overexposure,過剰曝露
Breaking Point,限界点
All Natural,全ての自然
Stormbreaker,ストームブレーカー
Elemental Ailment Duration,元素系状態異常持続時間
Elemental Attack Damage,元素アタックダメージ
Primal Sundering,原子の破断
Stripped Defences,防御はく奪
DAMAGE FROM MANA,ダメージフロムマナ
Mind Eraser,心を消すもの
Sturdy Mind,強靭な精神
Mana Blessing,マナの祝福
Mental Toughness,精神のタフさ
Mana Regeneration while not on Low Mana,低マナ状態でない時のマナ自動回復
Arcane Intensity,魔術の強度
Raw Mana,生のマナ
Adverse Growth,有害な成長
Soul Bloom,魂の開花
Mana Cost Efficiency,マナコスト効率
Investing Energies,エネルギー活用
Conservative Casting,控えめな詠唱
Full Recovery,完全回復
Arcane Blossom,魔術の華
Aspiring Genius,志す天才
Open Mind,柔軟な思考
Arcane Surge Effect,アーケインサージ効果
Touch the Arcane,魔術に触れる
Arcane Surge on Critical Hit,クリティカルヒット時アーケインサージ
Ether Flow,エーテルの流れ
Mana on Kill,キル時マナ獲得
Efficient Killing,効率的な殺し
Efficient Casting,効率的な詠唱
Price of Freedom,自由の対価
Mana Leech and Cold Resistance,マナリーチおよび冷気耐性
Suffusion,浸透
Siphon,サイフォン
Manifold Method,多様な方法
Immortal Thirst,不死の渇き
Mana Flask Recovery,マナフラスコ回復量
Mana Flask Charges,マナフラスコチャージ
Mana Flask Charges Used,マナフラスコ消費チャージ
Altered Brain Chemistry,脳内化学物質の変化
Wellspring,源泉
Arcane Alchemy,秘術の錬金術
Warding Potions,防御のポーション
Waters of Life,生命の水
Accuracy and Critical Chance,命中およびクリティカル率
Determined Precision,決意の精度
Locked On,ロックオン
Falcon Dive,ファルコンダイブ
Near Sighted,近視
Far Sighted,遠視
Sharp Sight,鋭い視力
Accuracy and Attack Critical Chance,命中およびアタッククリティカル率
Pinpoint Shot,ピンポイントショット
Precision Salvo,精密掃射
Nimble Strength,アタックダメージおよび命中力
Strike True,精確な一撃
Herald Reservation,ヘラルドリザーブ
Herald Damage,ヘラルドダメージ
Coming Calamity,迫る災厄
Fate Finding,運命を探る
Apocalypse,アポカリプス
Doomsayer,終末予言者
Agonising Calamity,激痛の災厄
Enveloping Presence,包み込む存在感
Bolstering Presence,強化された存在感
Profane Commander,冒涜的な司令官
Attack Damage with Ally,味方のアタックダメージ
Ally Attack Damage,味方アタックダメージ
Warlord Leader,ウォーロードのリーダー
Warlord Berserker,ウォーロードのバーサーカー
Lone Warrior,一人だけの戦士
Area and Presence,範囲および存在下
All For One,全員は一人のために
One For All,一人は全員のために
Triggered Spell Damage,トリガーされたスペルダメージ
Energy,エネルギー
Invocation Spell Damage,インボケーションスペルダメージ
Energise,エネルギー付与
Invocated Efficiency,発動の効率
Invocated Limit,インボケーションの上限
Invocated Echoes,インボケーションの反響
Efficient Inscriptions,効率的な刻印
Invocation Critical Damage,インボケーションクリティカルダメージ
Precise Invocations,精確なインボケーション
Invocation Critical Hits,インボケーションクリティカルヒット
Deadly Invocations,致死のインボケーション
Increased Duration,持続時間増加
Protraction,延長
Preservation,保存
Reduced Duration,持続時間減少
Tides of Change,変化の波
Forthcoming,フォースカミング
Link Buff Effect,リンクバフ効果
Twinned Tethers,双子の絆
Strong Links,強力なリンク
Spirit Bonds,魂の絆
Shapeshifting,シェープシフト
Swift Claw,迅速な爪
Tough Claw,Tough Claw
Sharpened Claw,鋭い爪
Bestial Rage,獣の怒り
Feral Force,Feral Force
Life Costs,ライフコスト
Life Spell Damage and Costs,ライフスペルダメージおよびコスト
Life Spell Costs,ライフスペルコスト
Life Spell Damage,ライフスペルダメージ
Blood Transfusion,輸血
Sacrificial Blood,生贄の血
Critical Damage vs Full Life,フルライフ状態の敵に対するクリティカルダメージ
Damage vs Full Life,フルライフ状態の敵に対するダメージ
First Approach,最初の接触
Damage against Enemies on Low Life,低ライフ状態の敵に対するダメージ
Finishing Blows,とどめの一撃
Stars Aligned,整列した星
Finality,終焉
Mental Perseverance,精神的な忍耐力
Damage and Companion Damage,ダメージおよびコンパニオンダメージ
Life Leech and Companion Damage,ライフリーチおよびコンパニオンダメージ
Defences and Companion Life,防御力およびコンパニオンライフ
Nourishing Ally,癒しの味方
Thirsting Ally,渇望の味方
Sturdy Ally,屈強な仲間
Unimpeded,遮られない
Near at Hand,手近に
Slow Effect on You and Attack Speed,プレイヤーに対する減速効果およびアタックスピード
Debuff Expiry,デバフ消失
Slow Effect,減速効果
Duration,持続時間増加
Time Manipulation,時間操作
Chronomancy,時の魔法
Slow Effect and Hinder Duration,減速効果と阻害持続時間
Hindered Capabilities,阻害された能力
Lasting Boons,持続する恩恵
Waning Hindrances,弱まる阻害
Debuff Expiry Rate,デバフ消失レート
Cooldown Recovery Rate,クールダウン解消レート
Temporal Mastery,時魔法のマスタリー
Slow Effect on You and Debuff Expiry Rate,プレイヤーに対する減速効果およびデバフ消失レート
Steady Footing,確かな足取り
Catalysis,触媒作用
Crystal Elixir,クリスタルエリクサー
Emboldened Avatar,勇気づけられた化身
Damage vs Blinded,盲目に対するダメージ
Blind Effect,盲目効果
Pocket Sand,ポケットに入れた砂
Disorientation,空間認識失調
Frantic Swings,狂乱の振り下ろし
Distracted Target,注意散漫な標的
Blinded Enemies Critical,盲目状態の敵に対するクリティカル
Critical vs Blinded,盲目に対するクリティカル
Acceleration,加速
Adrenaline Rush,アドレナリンラッシュ
Area Damage,範囲ダメージ
Area Damage and Armour Break,範囲ダメージおよびアーマー破壊
Attack Area Damage and Area,アタック範囲ダメージおよび範囲
Primal Growth,原始の成長
Impact Area,衝突エリア
Devastation,壊滅
Impact Force,衝撃力
Authority,権威
Crushing Judgement,打撃の審判
Reverberating Impact,反響する衝撃
Splitting Ground,割れる地面
Primed to Explode,爆発寸前
Detonator Area,起爆範囲
Spell Area of Effect,スペル効果範囲
Spell Area Damage,スペル範囲ダメージ
Roil,攪乱
Repulsion,反発
Echoing Pulse,反響するパルス
Reverberation,残響
Ruin,破滅
Spell Damage and Projectile Speed,スペルダメージおよび投射物スピード
Turn the Clock Back,時計を巻き戻す
Turn the Clock Forward,時計を先に進める
Psychic Fragmentation,精神の断片化
Radial Force,効果範囲ノータブル
